communityName,state,population,popDens,numbUrban,pctUrban,medIncome,medRent,PctHousOccup,PctHousOwnOcc,PersPerOwnOccHous,PersPerRentOccHous,burglPerPop,larcPerPop,robbPerPop,theftComb
Robbinsdalecity,MN,14396,5000.7,14396,100.0,33107,507,97.61,73.0,2.52,1.88,712.17,3793.54,133.97,4639.68
Norwalktown,CT,78331,3315.6,78331,100.0,48171,738,94.84,61.98,2.67,2.31,1067.21,3196.54,238.85,4502.6
Cincinnaticity,OH,364040,4550.3,364040,100.0,21006,329,91.28,38.34,2.61,2.05,1710.64,4749.14,646.84,7106.620000000001
Bridgewatertown,MA,21249,746.1,10620,49.98,41933,690,95.46,68.56,3.16,2.23,238.98,685.96,8.85,933.7900000000001
Lockportcity,NY,24426,2762.2,0,0.0,25000,363,95.09,55.85,2.75,2.02,1099.03,3086.64,116.92,4302.59
Kalamazootownship,MI,20976,1721.0,20713,98.8,28070,452,93.85,66.59,2.48,2.17,830.51,3117.9,55.68,4004.0899999999997
Paducahcity,KY,27256,1498.2,0,0.0,17196,257,90.91,54.38,2.32,2.07,1641.88,5508.62,210.31,7360.81
WindsorLockstown,CT,12358,1320.8,12358,100.0,43593,666,96.53,76.17,2.68,2.19,493.09,1438.85,32.33,1964.2699999999998
LasVegascity,NV,258295,2993.5,257892,99.84,30590,490,90.94,50.38,2.72,2.37,1363.6,3325.01,497.88,5186.490000000001
Belchertowntown,MA,10579,193.6,0,0.0,38868,477,95.91,76.21,2.87,2.14,632.1,998.53,0.0,1630.63
Corcorancity,CA,13364,2277.4,0,0.0,21558,379,93.33,55.94,3.25,3.32,786.32,1284.09,86.57,2156.98
RoselleParkborough,NJ,12805,10108.1,12805,100.0,43365,651,96.92,58.97,2.87,2.04,608.96,1379.79,69.37,2058.12
Bedfordtown,MA,12996,912.9,12312,94.74,57561,817,97.33,71.33,2.88,2.1,274.64,712.59,7.42,994.65
Maconcity,GA,106612,2149.4,106640,100.0,21038,336,90.5,49.67,2.55,2.46,1624.94,6759.08,344.55,8728.57
EastHamptontown,CT,10428,282.8,0,0.0,48000,631,89.66,79.26,2.84,2.16,493.21,949.19,0.0,1442.4
BrooklynCentercity,MN,28887,3509.3,28887,100.0,34168,509,95.84,69.54,2.74,2.16,1020.96,6654.2,172.56,7847.72
Blythevillecity,AR,22906,1910.7,0,0.0,18858,348,90.71,47.98,2.64,2.82,4409.25,7810.19,518.4,12737.839999999998
Uvaldecity,TX,14729,2578.6,0,0.0,17103,263,88.99,64.9,3.07,3.18,729.28,1540.3,37.72,2307.2999999999997
CathedralCitycity,CA,30085,1535.3,30085,100.0,30908,649,71.69,61.78,2.6,3.0,2159.96,2552.42,174.75,4887.13
NorthOgdencity,UT,11668,1822.0,11668,100.0,41178,422,98.24,88.84,3.73,3.16,157.01,1794.39,0.0,1951.4
Mariettacity,GA,44129,2090.2,44129,100.0,27371,539,85.78,33.44,2.36,2.07,1576.08,7477.11,307.81,9360.999999999998
Lowertownship,NJ,20820,712.1,0,0.0,26668,570,65.96,82.13,2.43,2.6,886.78,2280.3,42.23,3209.31
Morristowntown,NJ,16189,5316.9,16189,100.0,42748,640,95.06,37.6,2.61,2.08,1006.61,4305.38,291.07,5603.0599999999995
Chillicothecity,OH,21923,2685.2,0,0.0,22458,321,92.6,59.71,2.44,2.26,1152.04,5483.37,147.35,6782.76
Vincennescity,IN,19859,2992.6,0,0.0,18829,307,90.08,59.64,2.46,2.06,2649.77,3851.93,15.03,6516.73
Demingcity,NM,10970,1833.2,0,0.0,15570,251,90.51,64.39,2.68,2.64,1706.08,3727.03,43.93,5477.040000000001
Waterfordtownship,NJ,10940,291.8,9346,85.43,43673,660,96.83,87.31,3.18,2.7,833.41,1684.36,8.77,2526.54
Chelmsfordtown,MA,32383,1379.8,32375,100.0,53971,702,96.94,82.21,2.92,2.27,530.17,1721.57,32.76,2284.5
Wilmingtoncity,NC,55530,1805.0,55530,100.0,20609,392,89.0,47.12,2.35,2.18,2401.27,6518.4,437.59,9357.26
Lubbockcity,TX,186206,1726.3,186281,100.0,24130,381,88.81,55.25,2.77,2.3,1282.5,4000.95,142.33,5425.78
Vinelandcity,NJ,54780,769.8,54780,100.0,30733,511,95.83,67.0,2.88,2.66,1766.87,4787.47,351.19,6905.53
Brocktoncity,MA,92788,4171.7,92788,100.0,31712,571,92.86,53.32,3.06,2.41,2066.27,3400.92,373.2,5840.39
Dovertownship,NJ,76371,1793.5,72317,94.69,40704,702,76.73,82.02,2.81,2.46,814.97,2733.53,45.77,3594.27
Dunedincity,FL,34012,3173.9,34012,100.0,25906,466,86.3,70.49,2.15,1.91,1102.23,2694.98,80.79,3878.0
Novatocity,CA,47585,1665.7,47585,100.0,45890,818,97.09,61.91,2.59,2.6,838.07,2426.54,59.13,3323.7400000000002
Delhitownship,OH,30250,2907.8,30250,100.0,41726,397,97.81,85.14,3.18,2.21,254.17,2126.7,19.3,2400.17
Orlandocity,FL,164693,2363.3,164693,100.0,26119,506,89.48,41.1,2.44,2.19,2422.5,6487.65,616.2,9526.35
Cerritoscity,CA,53240,5965.9,53240,100.0,59076,1001,97.8,83.44,3.53,3.54,1447.49,3281.81,394.11,5123.41
Hillsboroughtownship,NJ,28808,508.5,17347,60.22,59069,824,96.81,80.9,2.95,2.37,339.04,1042.94,29.06,1411.04
Cartersvillecity,GA,12035,488.7,0,0.0,25384,373,92.09,57.5,2.57,2.29,1512.94,3435.17,80.4,5028.51
CliffsideParkborough,NJ,20393,20417.5,20393,100.0,40600,683,89.5,49.0,2.45,2.2,305.58,1102.94,28.65,1437.17
Miamicity,OK,13142,1361.6,0,0.0,17278,250,90.05,67.68,2.28,2.14,1223.49,4011.57,51.91,5286.97
Oronotown,ME,10573,560.5,9789,92.61,27922,434,91.29,50.59,2.69,2.31,84.92,1170.03,0.0,1254.95
Palatinevillage,IL,39253,3845.3,39253,100.0,48668,665,95.63,69.41,2.83,1.99,420.26,2131.15,21.33,2572.74
Largocity,FL,65674,4484.7,65690,100.0,24296,473,82.46,65.83,2.05,1.95,955.57,3001.96,82.9,4040.4300000000003
DearbornHeightscity,MI,60838,5013.0,60838,100.0,36771,532,97.88,84.27,2.66,2.13,820.64,3285.96,184.26,4290.860000000001
Schenectadycity,NY,65566,5831.6,65566,100.0,24316,428,91.78,46.65,2.45,2.1,275.89,3642.63,264.97,4183.49
Schaumburgvillage,IL,68586,3520.1,68586,100.0,47029,739,93.53,65.16,2.77,1.94,791.24,3649.18,58.61,4499.03
Piedmontcity,CA,10602,6079.1,10602,100.0,84498,1001,97.58,90.49,2.85,2.61,1073.98,2276.83,85.92,3436.73
Hattiesburgcity,MS,41882,1590.3,41891,100.0,15576,304,90.02,46.14,2.56,2.18,1967.13,4349.27,159.78,6476.18
Longmeadowtown,MA,15467,1655.0,15467,100.0,63203,798,96.98,92.85,2.82,2.31,258.09,1636.66,6.29,1901.04
Oaklandcity,CA,372242,6409.1,372242,100.0,27095,538,93.4,41.62,2.7,2.4,2215.96,5036.91,1209.17,8462.04
FairLawnborough,NJ,30548,5702.7,30548,100.0,49658,594,97.74,80.97,2.77,2.12,309.46,1416.49,41.47,1767.42
LowerPaxtontownship,PA,39162,1344.3,37530,96.05,37783,518,95.06,61.58,2.71,1.9,574.89,2869.41,92.89,3537.1899999999996
Bangorcity,ME,33181,929.6,33181,100.0,24674,411,93.22,48.47,2.52,2.11,505.79,4102.53,62.44,4670.759999999999
ParkRidgecity,IL,36175,5089.3,36175,100.0,52817,640,97.43,87.26,2.74,1.88,774.73,1740.41,10.91,2526.05
FarmersBranchcity,TX,24250,1950.0,24250,100.0,38037,568,95.2,69.63,2.6,3.09,1300.36,4108.5,147.59,5556.45
Montvilletownship,NJ,15600,798.4,13977,89.6,74825,1001,95.38,91.49,3.19,2.72,321.8,1503.81,18.57,1844.1799999999998
Towamencintownship,PA,14167,1409.7,13578,95.84,48547,623,96.53,70.24,3.01,2.0,402.55,1686.56,13.88,2102.9900000000002
Shelbytownship,MI,48655,1352.1,48655,100.0,47930,565,95.5,78.19,3.09,2.17,408.02,2046.12,18.0,2472.14
DaytonaBeachcity,FL,61921,1853.5,61921,100.0,18631,420,85.63,46.85,2.2,2.01,2815.74,5483.69,531.76,8831.19
SouthHadleytown,MA,16685,909.6,16223,97.23,38694,536,94.4,71.65,2.67,2.07,209.1,1028.05,40.66,1277.81
Springdalecity,AR,29941,974.5,29988,100.0,25376,368,95.2,63.89,2.65,2.5,691.63,2861.08,35.12,3587.83
Mercedescity,TX,12694,1656.3,0,0.0,12908,192,88.97,65.91,3.48,3.59,1136.05,1122.37,41.06,2299.48
Uticacity,NY,68637,4052.3,68637,100.0,19950,338,91.1,48.88,2.5,2.13,1064.43,4117.04,265.72,5447.1900000000005
CedarHillcity,TX,19976,573.3,19974,100.0,41457,586,93.34,79.21,3.05,2.85,764.62,2100.74,23.65,2889.0099999999998
TexasCitycity,TX,40822,634.4,40270,98.65,26144,365,90.61,61.89,2.8,2.49,1587.9,6042.97,256.8,7887.670000000001
WestCovinacity,CA,96086,5724.9,96086,100.0,42481,733,96.73,66.66,3.25,3.03,979.61,3077.53,265.85,4322.990000000001
Pleasantoncity,CA,50553,3009.8,50553,100.0,59458,836,95.49,70.17,2.91,2.29,596.84,2644.38,37.95,3279.17
EastGrandRapidscity,MI,10807,3564.3,10807,100.0,60355,579,97.03,92.97,2.9,2.3,252.43,2145.63,19.42,2417.48
Norwalkcity,OH,14731,1787.0,0,0.0,25587,362,95.11,60.48,2.7,2.32,281.58,2075.83,6.55,2363.96
Hamiltoncity,OH,61368,2966.4,61368,100.0,22886,363,94.6,60.5,2.6,2.41,1766.93,4431.12,377.31,6575.360000000001
Harwichtown,MA,10275,471.5,0,0.0,28259,642,54.11,78.69,2.29,2.16,725.17,1909.31,45.9,2680.38
Jeffersontowncity,KY,23221,2317.5,23235,100.0,38962,438,94.99,68.94,2.8,2.1,310.27,1976.37,46.75,2333.39
Bainbridgecity,GA,10712,670.3,0,0.0,18641,252,89.61,61.12,2.61,2.53,1640.06,5888.51,287.88,7816.45
MenloParkcity,CA,28040,2689.9,28001,100.0,50468,853,96.48,53.88,2.52,2.0,996.49,2966.06,227.39,4189.9400000000005
Flagstaffcity,AZ,45857,700.1,0,0.0,28382,470,88.38,49.89,2.94,2.56,1116.47,6721.66,78.11,7916.24
Kilgorecity,TX,11066,895.6,0,0.0,24644,370,89.42,65.54,2.43,2.43,2280.97,7706.93,181.44,10169.34
Glassboroborough,NJ,15614,1635.9,15614,100.0,34218,474,92.26,59.25,2.93,2.42,1041.55,3817.1,131.62,4990.2699999999995
SanJuancity,TX,10815,2846.1,10815,100.0,14292,220,88.16,71.91,3.83,3.77,1747.02,2691.76,59.98,4498.76
Swampscotttown,MA,13650,4320.7,13650,100.0,50191,831,93.35,74.39,2.69,2.14,1369.77,1591.14,27.67,2988.58
LosGatostown,CA,27357,2544.4,27357,100.0,57815,849,95.36,64.22,2.55,2.04,861.28,2178.72,40.85,3080.85
CreveCoeurcity,MO,12304,1565.4,12301,100.0,59913,598,94.5,71.5,2.56,1.65,525.62,2250.33,73.92,2849.87
Denisoncity,TX,21505,940.1,21505,100.0,21949,363,84.33,67.39,2.44,2.44,1177.97,5606.79,123.28,6908.04
Bakersfieldcity,CA,174820,1837.3,174138,99.61,32154,468,94.4,55.12,2.86,2.62,1900.83,4425.56,295.8,6622.1900000000005
TheVillagecity,OK,10353,3939.5,10353,100.0,28097,435,92.13,68.5,2.2,2.44,1271.73,5782.25,146.39,7200.37
Albanycity,NY,101082,4557.8,101082,100.0,25152,456,91.17,38.3,2.43,2.01,1971.58,3851.41,459.68,6282.67
Newarkcity,NJ,275221,11153.6,275221,100.0,21650,445,89.34,23.06,3.4,2.76,2643.41,4004.12,2264.13,8911.66
EastOrangecity,NJ,73552,18091.3,73552,100.0,26810,534,93.87,27.48,3.33,2.36,2365.31,2654.83,1541.82,6561.959999999999
Ogdencity,UT,63909,2365.2,63909,100.0,23487,330,89.13,58.81,2.71,2.37,1284.46,5997.98,141.43,7423.87
Petersburgcity,VA,38386,1619.7,38386,100.0,21309,360,90.95,50.86,2.54,2.39,1959.08,4160.02,534.51,6653.610000000001
Baytowncity,TX,63850,1969.2,63838,100.0,30151,385,89.62,56.69,2.9,2.73,1097.14,4216.87,154.24,5468.25
Eugenecity,OR,112669,2858.7,112669,100.0,25369,425,96.42,50.75,2.55,2.05,1148.67,5382.36,138.07,6669.099999999999
Providencecity,RI,160728,8403.8,160728,100.0,22147,469,88.19,36.15,2.71,2.42,2830.35,4294.25,424.55,7549.150000000001
NorthLittleRockcity,AR,61741,1500.0,61741,100.0,23958,370,91.68,58.88,2.52,2.28,2311.73,7513.14,514.42,10339.29
Metuchenborough,NJ,12804,4511.0,12804,100.0,53226,667,96.84,78.65,2.74,2.0,673.04,1774.38,91.78,2539.2000000000003
Warrentown,RI,11385,1785.6,9888,86.85,31637,491,93.9,59.1,2.73,2.09,538.2,2470.44,0.0,3008.6400000000003
Kentcity,OH,28835,3194.9,28835,100.0,21463,401,94.96,38.65,2.72,2.3,673.56,2579.68,90.27,3343.5099999999998
Cypresscity,CA,42655,6221.6,42655,100.0,50981,811,97.04,69.41,3.03,2.86,906.71,2705.14,122.18,3734.0299999999997
Yukoncity,OK,20935,783.5,20676,98.76,35090,453,94.31,73.61,2.89,2.6,792.78,2937.4,27.5,3757.6800000000003
Lislevillage,IL,19512,3188.2,19512,100.0,49712,641,93.94,53.34,2.98,1.83,468.52,2752.56,43.92,3265.0
ChapelHilltown,NC,38719,2260.6,38762,100.0,30489,489,92.79,40.5,2.46,1.99,1087.74,3722.75,210.8,5021.29
Bedfordcity,IN,13817,1121.1,0,0.0,23603,300,93.49,69.67,2.41,2.1,727.83,3611.17,21.0,4360.0
Mauldincity,SC,11587,1617.4,11587,100.0,41524,435,94.96,68.39,2.91,2.14,311.57,1725.06,22.8,2059.43
Kentcity,WA,37960,1936.3,37960,100.0,32341,519,92.92,36.05,2.56,2.19,1728.0,6365.67,252.7,8346.37
Waynesborocity,VA,18549,1274.7,0,0.0,26668,374,95.77,62.26,2.45,2.3,718.17,3152.56,26.4,3897.13
Westfieldcity,MA,38372,795.0,38372,100.0,33498,529,95.53,65.45,2.78,2.27,760.54,1815.39,36.46,2612.3900000000003
Bountifulcity,UT,36659,3320.6,36659,100.0,38346,397,97.08,76.42,3.44,2.64,427.32,2086.47,15.83,2529.62
Cadillaccity,MI,10104,1458.4,0,0.0,21170,345,93.09,62.43,2.59,2.25,657.08,5066.18,19.05,5742.31
Arlingtontown,MA,44630,8311.0,44630,100.0,43309,754,96.9,57.02,2.63,2.01,358.75,771.52,23.77,1154.04
PaloAltocity,CA,55900,2278.3,55544,99.36,55333,851,96.1,56.74,2.47,1.95,851.23,4537.59,106.62,5495.44
Spartatownship,NJ,15157,391.2,0,0.0,63032,747,91.27,86.37,3.0,2.36,251.39,1031.33,6.45,1289.1699999999998
Stratfordtown,CT,49389,2711.4,49389,100.0,41745,676,95.82,79.75,2.61,2.27,895.55,2652.73,153.58,3701.8599999999997
DeerParkcity,TX,27652,2574.7,27652,100.0,46199,467,96.66,75.04,3.15,3.0,691.56,1307.38,26.35,2025.29
ArlingtonHeightsvillage,IL,75460,4503.5,75460,100.0,51331,711,94.68,72.59,2.85,1.86,504.73,1869.7,25.95,2400.38
Hazelwoodcity,MO,15324,3023.7,15324,100.0,35197,506,93.94,63.49,2.64,2.02,1104.9,2743.42,150.67,3998.9900000000002
NewHopecity,MN,21853,4124.5,21853,100.0,36096,523,96.73,55.52,2.9,1.87,506.19,2465.32,65.62,3037.13
Newberrytownship,PA,12003,380.8,0,0.0,35005,407,95.4,87.25,2.82,2.44,749.57,1507.02,0.0,2256.59
SouthElMontecity,CA,20850,6959.3,20850,100.0,27074,592,98.09,49.04,3.93,4.73,1288.06,1688.88,490.9,3467.84
Stephenvillecity,TX,13502,1605.9,0,0.0,18346,331,86.97,52.94,2.35,2.06,911.79,3771.5,20.72,4704.01
Cudahycity,CA,22817,20014.9,22817,100.0,22279,599,97.14,16.86,3.58,4.49,621.87,1377.61,297.98,2297.46
Lincolntownship,MI,13604,732.3,12054,88.61,37771,456,94.44,75.78,2.78,2.02,446.85,2198.2,0.0,2645.0499999999997
Albanycity,CA,16327,9255.7,16327,100.0,34836,660,96.3,45.84,2.3,2.23,731.09,2753.38,247.63,3732.1000000000004
Ewingtownship,NJ,34185,2151.6,34185,100.0,43191,581,96.68,74.97,2.73,1.94,626.16,2923.01,108.15,3657.32
FortThomascity,KY,16032,2747.1,15995,100.0,36977,426,96.9,71.61,2.76,1.8,148.05,678.55,0.0,826.5999999999999
LaMiradacity,CA,40452,4974.4,40452,100.0,47143,791,95.33,82.43,3.06,3.04,867.42,1494.36,178.21,2539.99
Swataratownship,PA,19661,1435.5,19661,100.0,33817,416,96.52,71.17,2.62,2.01,935.14,5320.8,120.02,6375.960000000001
Totowaborough,NJ,10177,2458.9,10177,100.0,46309,714,96.92,81.27,2.86,2.24,517.69,3585.47,57.52,4160.68
WestCaldwelltownship,NJ,10422,1992.3,10422,100.0,65920,858,99.0,89.71,2.97,2.16,254.89,2010.76,47.2,2312.85
Coventrytown,RI,31083,503.9,24720,79.53,37230,485,94.92,80.34,2.88,2.13,577.2,1632.19,3.21,2212.6000000000004
CalumetCitycity,IL,37840,5023.9,37840,100.0,30138,458,93.05,62.45,2.66,2.1,1245.22,4887.31,340.55,6473.080000000001
Troycity,MI,72884,2098.0,72884,100.0,55407,620,96.21,74.7,3.1,1.87,600.23,3236.48,35.23,3871.94
Danvillecity,CA,31306,1708.1,31306,100.0,74472,1001,96.49,87.79,2.85,2.56,400.99,1295.5,12.85,1709.34
Waycrosscity,GA,16410,1400.2,0,0.0,16586,278,87.09,59.03,2.42,2.51,1310.58,7439.63,301.15,9051.359999999999
Centervillecity,OH,21082,2274.5,21082,100.0,45424,529,94.63,71.17,2.66,1.95,613.67,2404.29,32.06,3050.02
Rostravertownship,PA,11224,336.8,6463,57.58,25615,351,93.53,83.44,2.64,2.39,367.97,2698.44,17.52,3083.93
Ryecity,NY,14936,2495.0,14936,100.0,69695,908,96.65,71.63,2.84,2.36,367.16,1381.84,13.35,1762.35
Lyndhursttownship,NJ,18262,3792.6,18262,100.0,41000,622,92.53,63.6,2.76,2.18,461.55,2307.77,52.45,2821.77
Somervillecity,MA,76210,17893.0,76210,100.0,32455,677,95.38,31.0,2.76,2.3,871.37,1367.65,177.45,2416.47
Sheltontown,CT,35418,1118.7,35418,100.0,49965,654,95.94,79.48,2.92,2.29,528.38,726.19,27.1,1281.67
NorthBergentownship,NJ,48414,8999.6,48414,100.0,33488,514,89.17,39.98,2.9,2.31,1010.16,1996.46,159.08,3165.7
Columbuscity,GA,179278,800.0,173513,96.78,24056,358,92.89,53.87,2.66,2.54,1213.17,4072.97,236.96,5523.099999999999
MortonGrovevillage,IL,22408,4247.2,22405,100.0,47808,624,98.57,92.8,2.78,2.05,625.78,2413.73,31.29,3070.8
TwinFallscity,ID,27591,2526.6,0,0.0,23206,313,95.12,62.76,2.65,2.39,1129.53,4601.43,43.21,5774.17
Minnetonkacity,MN,48370,1722.6,48370,100.0,50659,660,92.88,76.63,2.76,1.88,723.82,2218.28,25.36,2967.4600000000005
EastProvidencecity,RI,50380,3629.0,50380,100.0,31007,470,95.88,60.35,2.79,2.01,535.14,1941.38,40.24,2516.7599999999998
Cohoescity,NY,16825,4339.5,16825,100.0,24319,380,93.38,45.2,2.52,2.16,782.63,1382.23,18.93,2183.79
GlensFallscity,NY,15023,3763.7,14919,100.0,27312,426,93.3,50.87,2.67,2.15,1447.88,5835.86,88.65,7372.389999999999
Dyersburgcity,TN,16317,1417.4,0,0.0,20053,311,95.1,53.84,2.41,2.3,1333.19,4838.35,111.1,6282.640000000001
Cromwelltown,CT,12286,957.1,10955,89.17,46970,722,95.52,75.22,2.54,2.03,473.86,2416.68,78.98,2969.52
Bloomfieldtownship,MI,42473,1642.9,42436,100.0,84441,701,95.02,90.34,2.76,1.91,435.34,2272.94,45.83,2754.11
Cranstoncity,RI,76060,2569.9,76060,100.0,34528,534,96.18,66.36,2.71,1.97,802.29,2149.0,46.89,2998.18
Marshallcity,TX,23682,952.2,0,0.0,19077,333,89.04,65.38,2.51,2.72,1548.63,5256.07,151.5,6956.2
CoralGablescity,FL,40091,3272.2,40091,100.0,47506,540,93.35,63.61,2.58,1.89,2479.53,9167.91,552.06,12199.5
Hagerstowncity,MD,35445,3450.1,35445,100.0,22859,330,92.07,41.15,2.39,2.24,1088.02,3060.38,146.96,4295.36
Vernontown,CT,29841,1624.6,28863,96.72,40543,577,95.21,57.58,2.7,2.06,411.85,1584.79,82.37,2079.0099999999998
Killeencity,TX,63535,2215.9,63535,100.0,22468,385,87.93,41.46,2.95,2.56,1352.82,3316.91,264.17,4933.9
Morgantowncity,WV,25879,3226.8,0,0.0,18022,355,92.0,44.37,2.41,2.05,781.84,3788.9,48.86,4619.599999999999
Athenscity,TN,12054,951.5,0,0.0,19259,252,93.44,62.86,2.47,2.24,791.11,3463.76,78.4,4333.2699999999995
Clintontownship,MI,85866,2939.4,85866,100.0,39215,492,95.64,71.39,2.84,2.09,550.8,2485.41,72.53,3108.7400000000002
Hamdentown,CT,52434,1543.8,50241,95.82,41814,680,94.95,70.21,2.63,1.97,450.19,3100.45,97.95,3648.5899999999997
Friendswoodcity,TX,22814,1061.7,22851,100.0,50492,607,96.37,75.4,3.06,2.52,380.02,1416.43,31.09,1827.54
SanGabrielcity,CA,37120,8664.8,37120,100.0,32559,672,95.92,48.49,2.97,3.02,1173.6,1584.89,429.62,3188.1099999999997
SanLuisObispocity,CA,41958,4363.4,41958,100.0,25982,599,94.83,44.07,2.38,2.4,908.42,3527.52,78.99,4514.929999999999
Bedfordcity,TX,43762,4219.2,43762,100.0,42453,456,93.3,54.96,2.92,1.93,656.6,2512.58,50.34,3219.52
Lakevillecity,MN,24854,662.7,24854,100.0,44920,620,96.87,88.63,3.24,2.61,355.69,2125.26,2.96,2483.9100000000003
Marshfieldcity,WI,18859,1787.2,0,0.0,26771,330,96.97,62.57,2.77,1.9,500.23,3314.64,5.05,3819.92
BigRapidscity,MI,12603,2044.6,0,0.0,14990,350,91.8,39.18,2.55,2.4,743.38,3693.16,71.17,4507.71
Grovescity,TX,16513,3058.0,16513,100.0,31053,402,95.21,75.24,2.63,2.52,1049.44,3638.06,81.62,4769.12
Longviewcity,TX,70311,1297.6,70316,100.0,25377,346,89.81,58.12,2.62,2.39,1764.37,4915.33,265.26,6944.96
Norfolkcity,VA,261229,4690.3,261229,100.0,23563,438,90.6,44.02,2.58,2.53,1530.41,5550.38,585.59,7666.38
Birminghamcity,AL,265968,1728.9,264394,99.45,19193,322,89.59,53.39,2.59,2.31,2448.21,5513.28,630.15,8591.64
McCombcity,MS,11591,1532.4,0,0.0,14579,234,90.78,61.56,2.42,2.64,2210.8,5522.92,244.74,7978.46
RoundRockcity,TX,30923,1561.8,0,0.0,33228,446,90.33,53.96,3.07,2.69,506.93,2447.0,35.53,2989.46
Bridgeporttown,CT,141686,8545.4,141686,100.0,28704,594,91.44,44.15,2.68,2.59,2745.44,2870.95,1172.43,6788.82
Onalaskacity,WI,11284,1693.4,11284,100.0,32624,418,96.87,67.79,2.82,2.25,563.12,4935.09,7.82,5506.03
Northvilletownship,MI,17313,1015.5,16654,96.23,55465,660,94.1,71.01,2.82,1.86,399.15,2321.79,16.87,2737.81
Lincolnwoodvillage,IL,11365,4129.7,11365,100.0,57309,1001,97.9,96.0,2.78,2.69,684.17,4934.58,153.94,5772.69
Lawrencevillecity,GA,16848,1317.5,16848,100.0,34826,520,92.66,57.33,2.83,2.51,935.87,3863.35,64.54,4863.76
SouthBurlingtoncity,VT,12809,743.7,12809,100.0,42358,664,95.24,71.63,2.51,2.2,955.29,5242.64,30.57,6228.5
Indianolacity,IA,11340,1307.3,0,0.0,28815,337,96.33,63.51,2.75,2.02,420.27,2759.5,0.0,3179.77
MountPleasanttown,SC,30108,1333.6,30108,100.0,38605,537,94.74,62.06,2.72,2.18,475.24,3442.58,23.18,3940.9999999999995
AlbertLeacity,MN,18310,1849.7,0,0.0,23381,287,94.99,71.62,2.53,1.89,454.29,3241.0,11.08,3706.37
Hendersoncity,TX,11139,985.4,0,0.0,23238,315,88.22,68.91,2.47,2.6,2095.68,6053.27,200.38,8349.33
LakeWorthcity,FL,28564,4911.3,28564,100.0,21665,453,80.38,55.57,2.2,2.22,3266.91,7898.68,640.26,11805.85
Bethlehemtownship,PA,16425,1087.2,14797,90.09,42235,501,96.52,86.34,2.93,2.3,173.6,2424.42,23.94,2621.96
MichiganCitycity,IN,33822,1665.8,0,0.0,23127,363,89.76,59.82,2.64,2.32,1239.8,4903.65,269.01,6412.46
Kenoshacity,WI,80352,3599.2,80375,100.0,27770,400,95.9,61.99,2.78,2.32,1001.07,3660.5,150.34,4811.91
WestWindsortownship,NJ,16021,594.6,0,0.0,76907,814,92.01,76.17,3.17,2.4,261.14,1639.74,42.51,1943.39
SantaBarbaracity,CA,85571,4371.2,85571,100.0,33667,715,94.82,42.17,2.5,2.35,1089.99,3854.47,184.76,5129.22
Harveycity,IL,29771,4637.2,29767,100.0,23201,453,88.0,58.83,3.34,3.11,2712.3,4426.86,1188.25,8327.41
Danvillecity,VA,53056,1189.2,53056,100.0,20413,278,93.2,59.44,2.43,2.3,708.38,2961.31,142.41,3812.1
Logansportcity,IN,16812,2530.4,0,0.0,20533,295,93.33,63.26,2.45,2.25,1040.01,4048.42,11.75,5100.18
Moorparkcity,CA,25494,2007.4,25494,100.0,60368,911,96.29,80.15,3.31,3.45,545.21,819.53,41.15,1405.89
RedBankcity,TN,12322,1839.1,12322,100.0,25015,363,89.35,54.55,2.35,2.03,1024.91,3716.36,83.33,4824.6
Augustacity,GA,44639,2191.6,44639,100.0,15315,300,87.17,42.85,2.32,2.22,2838.27,5216.65,471.17,8526.09
Bartletttown,TN,26989,1808.4,26989,100.0,47346,607,96.01,90.88,3.16,3.02,543.85,2166.4,48.08,2758.33
Goshentown,NY,11500,252.4,0,0.0,46566,651,93.11,70.96,3.1,2.42,172.44,465.6,0.0,638.04
WestOrangetownship,NJ,39103,3115.4,39103,100.0,49777,693,97.15,68.89,2.81,2.09,758.42,2003.12,163.78,2925.32
Redmondcity,WA,35800,2393.0,35800,100.0,42299,661,94.53,57.62,2.76,2.15,611.16,3231.47,44.54,3887.1699999999996
Madisonborough,NJ,15850,3651.4,15850,100.0,56478,792,97.05,66.11,2.73,2.11,208.28,1281.24,25.25,1514.77
Brooklinetown,MA,54718,7778.6,54718,100.0,45598,671,96.07,43.11,2.48,1.93,659.96,2446.47,127.73,3234.16
Scituatetown,MA,16786,942.9,14212,84.67,52044,627,86.4,80.61,2.9,2.14,347.32,750.66,5.6,1103.58
LaGrangecity,GA,25597,952.1,0,0.0,21851,361,89.25,48.8,2.53,2.55,2062.27,7281.36,224.71,9568.339999999998
BellGardenscity,CA,42355,16265.4,42355,100.0,23819,605,96.84,22.52,4.21,4.61,1568.77,1317.86,501.82,3388.4500000000003
Lufkincity,TX,30206,1236.1,0,0.0,22357,350,89.86,60.46,2.64,2.57,1441.59,4396.08,164.31,6001.9800000000005
EastWindsortownship,NJ,22353,1378.1,0,0.0,49849,675,94.43,63.25,2.83,2.22,378.69,1410.29,26.12,1815.1
Hutchinsoncity,MN,11523,2059.4,0,0.0,29492,340,94.1,67.43,2.81,1.96,315.66,3882.58,7.89,4206.13
Bothellcity,WA,12345,2241.3,12362,100.0,37159,573,95.59,65.36,2.71,2.06,1357.57,5362.4,75.42,6795.389999999999
